refseq	species	ani	medani	gcaeani	exmani	busco	meanexn	medexn	ebgfr	bgfr	bgwe	bgcov	bpcds	bpexm	cdpc	ref	query
Vertebrate_other	Ictalurus_punctatus	99.86950028296543	100.0	99.89490254237286	97.65644910647029	actinopterygii	470.98415393322017	267.0	3631	245	3527	.97135775268521068576	100482608	58386549	.58106124196139495105	GCF_001660625.1_IpCoco_1.2_cds_from_genomic.fna	GCA_004006655.3_ASM400665v3_genomic.fna
Vertebrate_other	Polyodon_spathula	99.84737520891362	100.0	99.7182438016529	99.32990458796327	actinopterygii	479.03454038997216	267.0	3635	245	3577	.98404401650618982118	132474001	49469983	.37343163659713123633	GCF_017654505.1_ASM1765450v1_cds_from_genomic.fna	GCA_016984195.1_BGI_Pspa_1.1_genomic.fna
Vertebrate_other	Aythya_fuligula	99.71576868236812	100.0	99.69261085972855	99.12288785683042	aves	544.7241247612985	282.0	8316	247	7830	.94155844155844155844	60551819	27910526	.46093621068592505866	GCF_009819795.1_bAytFul2.pri_cds_from_genomic.fna	GCA_009819845.1_bAytFul2.alt_genomic.fna
Vertebrate_other	Calidris_pugnax	99.748791929229	100.0	99.76583057851236	99.70743891074876	aves	549.5729520116336	279.0	8329	247	8224	.98739344459118741745	61819380	23662056	.38276113412978260215	GCF_001431845.1_ASM143184v1_cds_from_genomic.fna	GCA_001458055.1_ruff_EG1_genomic.fna
Vertebrate_other	Falco_naumanni	99.74775786559273	100.0	99.70154424778761	99.41559717434207	aves	552.6858796878932	286.0	8333	247	7927	.95127805112204488179	91072143	30270526	.33237963885400171158	GCF_017639655.2_bFalNau1.pat_cds_from_genomic.fna	GCA_017639645.1_bFalNau1.mat_genomic.fna
Vertebrate_other	Falco_rusticolus	99.88210495563732	100.0	99.77056692913388	99.45283972831383	aves	426.3075091971435	240.0	8330	246	4605	.55282112845138055222	90875356	12293266	.13527612480549732316	GCF_015220075.1_bFalRus1.pri_cds_from_genomic.fna	GCA_015220155.1_bFalRus1.alt_genomic.fna
Vertebrate_other	Coturnix_japonica	99.48975226216672	99.636	99.55437083333335	99.39572422260731	aves	544.7990951332844	277.0	8323	246	8146	.97873362970082902799	92467907	25349583	.27414466080647851151	GCF_001577835.2_Coturnix_japonica_2.1_cds_from_genomic.fna	GCA_000511605.2_Coja_2.0a_genomic.fna
Vertebrate_other	Meleagris_gallopavo	99.87276607403801	100.0	99.85501680672267	99.13373152249719	aves	539.2804432537749	275.0	8308	241	8131	.97869523350987000481	49902370	28035065	.56179826729672358246	GCF_000146605.3_Turkey_5.1_cds_from_genomic.fna	GCA_905368555.1_MGAL_WU_HG_1.0_genomic.fna
Vertebrate_other	Phasianus_colchicus	99.76244986582103	99.944	99.7621458333333	99.20627681066814	aves	537.8082459136375	288.0	8318	246	8169	.98208704015388314498	57648558	28725249	.49828217732696800499	GCF_004143745.1_ASM414374v1_cds_from_genomic.fna	GCA_015227605.1_ASM1522760v1_genomic.fna
Vertebrate_other	Numida_meleagris	99.84945295404808	100.0	99.86431380753137	99.53340071370137	aves	550.1907366885486	288.0	8327	247	8206	.98546895640686922060	93553288	29419543	.31446829533131962181	GCF_002078875.1_NumMel1.0_cds_from_genomic.fna	GCA_014595935.1_HGFv1_genomic.fna
Vertebrate_other	Columba_livia	99.96300500065801	100.0	99.96986699507389	99.7518388942682	aves	530.079615738913	274.0	8318	242	7571	.91019475835537388795	61635770	22913606	.37175825012001959251	GCF_000337935.1_Cliv_1.0_cds_from_genomic.fna	GCA_001887795.1_colLiv2_genomic.fna
Vertebrate_other	Cygnus_olor	99.88800078064013	100.0	99.81060326086956	98.31129868679491	aves	517.1975019516003	273.0	8324	248	6384	.76693897164824603555	106108213	22131811	.20857773752159976532	GCF_009769625.2_bCygOlo1.pri.v2_cds_from_genomic.fna	GCA_009769485.2_bCygOlo1.alt.v2_genomic.fna
Vertebrate_other	Kryptolebias_marmoratus	99.93567333776585	100.0	99.938112033195	99.73023907442696	cyprinodontiformes	556.874534574468	312.0	15181	245	14907	.98195112311441933996	96796316	32992436	.34084392220051019297	GCF_001649575.2_ASM164957v2_cds_from_genomic.fna	GCA_001663955.1_ASM166395v1_genomic.fna
Vertebrate_other	Gambusia_affinis	99.716024346318	99.879	99.72238589211621	99.52724778542088	cyprinodontiformes	539.4080843116328	309.0	15194	244	14916	.98170330393576411741	108216172	36688500	.33902973392923194511	GCF_019740435.1_SWU_Gaff_1.0_cds_from_genomic.fna	GCA_003097735.1_ASM309773v1_genomic.fna
Vertebrate_other	Xiphophorus_hellerii	99.90767797091166	100.0	99.88874439461883	97.69591692576971	cyprinodontiformes	524.9828307910607	295.0	15180	246	14033	.92444005270092226613	106500711	43809392	.41135304721111204600	GCF_003331165.1_Xiphophorus_hellerii-4.1_cds_from_genomic.fna	GCA_001443345.1_Xiphophorus_hellerii-3.0.1_genomic.fna
Vertebrate_other	Xiphophorus_maculatus	99.96250441069186	100.0	99.93534979423869	99.50293794518556	cyprinodontiformes	552.9795715327983	313.0	15204	246	15005	.98691133912128387266	100892845	37932543	.37596861303693041860	GCF_002775205.1_X_maculatus-5.0-male_cds_from_genomic.fna	GCA_000241075.1_Xiphophorus_maculatus-4.4.2_genomic.fna
Vertebrate_other	Fundulus_heteroclitus	99.14848952355528	99.286	99.31641908713691	98.43270330141188	cyprinodontiformes	517.8353796877085	305.0	15185	246	14859	.97853144550543299308	107089198	42973874	.40129046442200454241	GCF_011125445.2_MU-UCD_Fhet_4.1_cds_from_genomic.fna	GCA_000826765.1_Fundulus_heteroclitus-3.0.2_genomic.fna
Vertebrate_other	Manacus_vitellinus	99.83513674653702	100.0	99.89835344827584	99.73871202531738	passeriformes	496.05269561961813	267.0	10789	235	10557	.97849661692464547224	49696631	21067385	.42391978240939511573	GCF_001715985.3_ASM171598v3_cds_from_genomic.fna	GCA_000692015.2_ASM69201v2_genomic.fna
Vertebrate_other	Chiroxiphia_lanceolata	99.80894622776557	100.0	99.86128436018957	99.55255295140883	passeriformes	518.0626661214476	278.0	10825	248	9743	.90004618937644341801	85923794	25493670	.29670093478414139859	GCF_009829145.1_bChiLan1.pri_cds_from_genomic.fna	GCA_009829205.1_bChiLan1.alt_genomic.fna
Vertebrate_other	Corvus_cornix	99.92781123701599	100.0	99.91153097345133	99.71478143586677	passeriformes	427.081208687441	262.0	10755	236	10434	.97015341701534170153	83958006	23962148	.28540634945522646166	GCF_000738735.5_ASM73873v5_cds_from_genomic.fna	GCA_002023255.2_ASM202325v2_genomic.fna
Vertebrate_other	Catharus_ustulatus	99.55077400119293	99.688	99.47621100917432	98.90793352369174	passeriformes	528.5659908566886	283.0	10832	247	10030	.92596011816838995568	79762393	28158097	.35302472682834377850	GCF_009819885.2_bCatUst1.pri.v2_cds_from_genomic.fna	GCA_009819505.2_bCatUst1.alt.v2_genomic.fna
Vertebrate_other	Camarhynchus_parvulus	99.93178674270743	100.0	99.82414937759337	99.65955020870238	passeriformes	529.0267389678385	285.0	10821	247	10652	.98438221975787819979	64217406	26435984	.41166384079730657448	GCF_901933205.1_STF_HiC_cds_from_genomic.fna	GCA_902806625.1_Camarhynchus_parvulus_V1.1_genomic.fna
Vertebrate_other	Molothrus_ater	99.76200754330407	100.0	99.59995454545454	99.4499941941006	passeriformes	530.1671633451294	284.0	10833	247	10720	.98956890981260961875	57372938	25995578	.45309825339605233394	GCF_012460135.1_BPBGC_Mater_1.0_cds_from_genomic.fna	GCA_013401155.1_ASM1340115v1_genomic.fna
Vertebrate_other	Zonotrichia_albicollis	99.64700985730397	99.859	99.5382246696035	99.6822377977757	passeriformes	505.42883965452495	269.0	10773	233	10461	.97103870788081314397	56136825	16287362	.29013685757967252333	GCF_000385455.1_Zonotrichia_albicollis-1.0.1_cds_from_genomic.fna	GCA_002850735.1_WTSP-SWSv1_genomic.fna
Vertebrate_other	Serinus_canaria	99.92307310704966	100.0	99.78061181434597	99.74109254818875	passeriformes	523.7257553151809	274.0	10829	241	10693	.98744113029827315541	62344464	24526531	.39340351053463223294	GCF_007115625.1_cibio_Scana_2019_cds_from_genomic.fna	GCA_000534875.1_SCA1_genomic.fna
Vertebrate_other	Gopherus_evgoodei	99.73841919114251	100.0	99.65771014492753	98.1850122243872	sauropsida	533.444410272182	277.0	7470	246	6491	.86894243641231593038	106030412	34419828	.32462222253743576889	GCF_007399415.2_rGopEvg1_v1.p_cds_from_genomic.fna	GCA_007399395.1_rGopEvg1_v1.alt_genomic.fna
Vertebrate_other	Gavialis_gangeticus	99.96638579026313	100.0	99.9280701754386	99.84752822238613	sauropsida	567.7714441565525	285.0	7388	231	7240	.97996751488900920411	57089245	20764474	.36371954122006693204	GCF_001723915.1_GavGan_comp1_cds_from_genomic.fna	GCA_000775435.1_ggan_v0.2_genomic.fna
Vertebrate_other	Lacerta_agilis	99.5879009708739	100.0	99.57510576923076	96.75330011133421	sauropsida	520.0113268608415	279.0	7456	246	6145	.82416845493562231759	83363160	52751810	.63279522993130298803	GCF_009819535.1_rLacAgi1.pri_cds_from_genomic.fna	GCA_009819545.1_rLacAgi1.alt_genomic.fna
Vertebrate_other	Podarcis_muralis	99.25106063111484	99.455	99.20410000000003	96.97257490697415	sauropsida	493.75651095494004	287.0	7433	244	7208	.96972958428629086506	104376872	56327049	.53965067088808716168	GCF_004329235.1_PodMur_1.0_cds_from_genomic.fna	GCA_014706415.1_LU_Pmuni_1.1_genomic.fna
Vertebrate_other	Varanus_komodoensis	99.96060696854664	100.0	99.91765145228216	98.86162739680255	sauropsida	562.9107917570499	289.0	7441	246	7312	.98266362048111812928	88873897	37901263	.42646113515197831372	GCF_004798865.1_ASM479886v1_cds_from_genomic.fna	GCA_007859595.1_VCOM_VKom_1.0_genomic.fna
Vertebrate_other	Thamnophis_elegans	99.69606832772844	100.0	99.718625	92.91272150166742	sauropsida	505.1400183430144	274.0	7397	243	6393	.86426929836420170339	58706926	78356086	1.33469918012740098161	GCF_009769535.1_rThaEle1.pri_cds_from_genomic.fna	GCA_009769695.1_rThaEle1.alt_genomic.fna
Vertebrate_other	Pseudonaja_textilis	99.78711401244871	100.0	99.75233333333335	98.60522543205272	sauropsida	563.1674510399271	291.0	7427	245	6487	.87343476504645213410	60358988	29560579	.48974610044820499641	GCF_900518735.1_EBS10Xv2-PRI_cds_from_genomic.fna	GCA_900608585.1_EBS10Xv2-ALT_genomic.fna
Vertebrate_other	Notechis_scutatus	99.71398754745636	100.0	99.72512558139532	98.49144535225436	sauropsida	563.3295368261199	291.0	7417	247	6435	.86760145611433194013	59849852	28463587	.47558324789174081833	GCF_900518725.1_TS10Xv2-PRI_cds_from_genomic.fna	GCA_900608555.1_TS10Xv2-ALT_genomic.fna
Vertebrate_other	Crocodylus_porosus	99.968546889887	100.0	99.96981974248928	99.87457788384934	sauropsida	573.398393902273	287.0	7412	236	7276	.98165137614678899082	60032842	24856647	.41405081238699310620	GCF_001723895.1_CroPor_comp1_cds_from_genomic.fna	GCA_000768395.2_Cpor_3.0_genomic.fna
Vertebrate_other	Chrysemys_picta	99.75945438572789	100.0	99.75408298755188	98.69834828352637	sauropsida	567.8182186781997	294.0	7474	245	7385	.98809205244848809205	121593934	39459026	.32451475745492369709	GCF_000241765.4_Chrysemys_picta_BioNano-3.0.4_cds_from_genomic.fna	GCA_011386835.1_ASM1138683v1_genomic.fna
Vertebrate_other	Microcaecilia_unicolor	99.73662247899155	100.0	99.66857727272725	96.49912487862824	tetrapoda	485.34600840336134	270.0	5280	247	4740	.89772727272727272727	66839262	44359180	.66366950610555813737	GCF_901765095.1_aMicUni1.1_cds_from_genomic.fna	GCA_901765105.1_aMicUni1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Geotrypetes_seraphini	99.59914683120678	100.0	99.37697368421053	95.11267634116585	tetrapoda	549.5459108973018	298.0	5278	246	4752	.90034103827207275483	106621274	63748569	.59789727329650928763	GCF_902459505.1_aGeoSer1.1_cds_from_genomic.fna	GCA_902459495.1_aGeoSer1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Rhinatrema_bivittatum	99.79108142292496	100.0	99.72655932203386	97.54607955090931	tetrapoda	515.3150197628458	281.0	5286	247	5040	.95346197502837684449	96035124	44496483	.46333550837087480618	GCF_901001135.1_aRhiBiv1.1_cds_from_genomic.fna	GCA_901001175.1_aRhiBiv1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Bufo_bufo	99.75550316663019	100.0	99.76538028169008	95.97946483500566	tetrapoda	519.6955667176239	269.0	5255	243	4533	.86260704091341579448	81652685	62574689	.76635188420319552259	GCF_905171765.1_aBufBuf1.1_cds_from_genomic.fna	GCA_905171715.1_aBufBuf1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Xenopus_tropicalis	99.87091418454484	100.0	99.87332735426006	96.20726608053668	tetrapoda	543.9310560299938	286.0	5282	246	4759	.90098447557743279060	96647903	87548450	.90584945231558723007	GCF_000004195.4_UCB_Xtro_10.0_cds_from_genomic.fna	GCA_013368275.1_ASM1336827v1_genomic.fna
Vertebrate_other	Xenopus_laevis	99.95294750906656	100.0	99.95660743801655	98.07224249272676	tetrapoda	569.203283069288	292.0	5287	246	5219	.98713826366559485530	159140302	71480967	.44916948190785763369	GCF_017654675.1_Xenopus_laevis_v10.1_cds_from_genomic.fna	GCA_001663975.1_Xenopus_laevis_v2_genomic.fna
Vertebrate_other	Amblyraja_radiata	99.61660228353936	100.0	99.70746202531642	97.7705955919615	vertebrata	376.5746907706946	222.0	3292	240	2079	.63153098420413122721	86767338	17335660	.19979476609043831677	GCF_010909765.2_sAmbRad1.1.pri_cds_from_genomic.fna	GCA_010909745.1_sAmbRad1.alt_genomic.fna
Vertebrate_other	Latimeria_chalumnae	99.95172089507105	100.0	99.887991416309	98.68665836030229	vertebrata	497.91200483822195	259.0	3337	237	3300	.98891219658375786634	60457483	34695615	.57388454296054633964	GCF_000225785.1_LatCha1_cds_from_genomic.fna	GCA_000325985.2_LatCha_J1.0_genomic.fna
Vertebrate_other	Callorhinchus_milii	99.88223843526859	100.0	99.8548454935622	99.39276902963893	vertebrata	478.67680844458243	256.0	3268	237	3197	.97827417380660954712	57675523	27626320	.47899556974975328788	GCF_018977255.1_IMCB_Cmil_1.0_cds_from_genomic.fna	GCA_000165045.2_Callorhinchus_milii-6.1.3_genomic.fna
Vertebrate_other	Scyliorhinus_canicula	99.63138734419937	100.0	99.61211711711718	96.27382792552932	vertebrata	471.68999680409075	255.0	3299	242	3118	.94513488936041224613	102560245	55446443	.54062315276255434062	GCF_902713615.1_sScyCan1.1_cds_from_genomic.fna	GCA_902713625.2_sScyCan1.2_alternate_haplotype_genomic.fna
Vertebrate_mammal	Arvicola_amphibius	99.60969623241034	100.0	99.16238659793815	98.54178564027848	glires	473.23976395823877	274.0	13762	248	10969	.79704984740590030518	77337302	26538163	.34314829084676370013	GCF_903992535.2_mArvAmp1.2_cds_from_genomic.fna	GCA_903992525.1_mArvAmp1.1_alternate_haplotype_genomic.fna
Vertebrate_mammal	Fukomys_damarensis	99.6099986019132	100.0	98.69042386831273	99.03084643684134	glires	533.9295805739514	310.0	13747	247	13414	.97577653306175892922	91294619	39879144	.43681812177780160296	GCF_012274545.1_DMR_v1.0_HiC_cds_from_genomic.fna	GCA_000743615.1_DMR_v1.0_genomic.fna
Vertebrate_mammal	Galeopterus_variegatus	99.32848124253341	99.703	98.39222083333334	98.32232994163438	euarchontoglires	539.8987654320988	318.0	12656	244	12414	.98087863463969658659	50283739	36642886	.72872238080783928975	GCF_000696425.1_G_variegatus-3.0.2_cds_from_genomic.fna	GCA_004027255.2_GalVar_v2_BIUU_UCD_genomic.fna
Vertebrate_mammal	Neogale_vison	99.77066906827095	100.0	99.45666115702478	99.44244871996125	carnivora	536.0687604924454	303.0	14478	247	14249	.98418289819035778422	92447686	33588913	.36332886687937218893	GCF_020171115.1_ASM_NN_V1_cds_from_genomic.fna	GCA_900108605.1_NNQGG.v01_genomic.fna
Vertebrate_mammal	Camelus_ferus	99.74346692607013	100.0	99.52227196652719	99.29702016232464	cetartiodactyla	495.61326009002823	281.0	13315	246	13045	.97972211791212917761	112546861	31740657	.28202169938795538686	GCF_009834535.1_BCGSAC_Cfer_1.0_cds_from_genomic.fna	GCA_000311805.2_CB1_genomic.fna
Vertebrate_mammal	Neophocaena_asiaeorientalis	99.62308761948091	100.0	99.25414049586776	99.49033225080474	cetartiodactyla	542.3042027006524	320.0	13309	245	13102	.98444661507250732586	72369031	30189479	.41716019384037351557	GCF_003031525.2_Neophocaena_asiaeorientalis_V1_cds_from_genomic.fna	GCA_020395145.1_ASM2039514v1_genomic.fna
Vertebrate_mammal	Chrysochloris_asiatica	99.17239052360188	100.0	97.77898775510207	99.1078445750186	eutheria	586.788158947462	376.0	11325	247	11179	.98710816777041942604	43851536	19318922	.44055291472572363257	GCF_000296735.1_ChrAsi1.0_cds_from_genomic.fna	GCA_004027935.1_ChrAsi_v1_BIUU_genomic.fna
Vertebrate_mammal	Manis_pentadactyla	99.59300874437592	99.878	99.21496638655456	99.28291665023956	laurasiatheria	499.71050174038544	281.0	12181	247	11701	.96059436827846646416	121687786	28121142	.23109256010295067739	GCF_014570555.1_YNU_ManPten_2.0_cds_from_genomic.fna	GCA_000738955.1_M_pentadactyla-1.1.1_genomic.fna
Vertebrate_mammal	Hyaena_hyaena	99.77737271075097	100.0	99.49703703703702	99.70670050317048	carnivora	538.7539493918636	306.0	14478	246	14242	.98369940599530321867	76956408	25655918	.33338247803873590357	GCF_003009895.1_ASM300989v1_cds_from_genomic.fna	GCA_004023945.1_HyaHya_v1_BIUU_genomic.fna
Vertebrate_mammal	Microtus_ochrogaster	99.5381421141311	99.774	99.35990534979426	98.9796989271574	glires	559.1365467731301	327.0	13779	246	13606	.98744466216706582480	75784398	35960070	.47450492382350256315	GCF_000317375.1_MicOch1.0_cds_from_genomic.fna	GCA_020004485.1_ASM2000448v1_genomic.fna
Vertebrate_mammal	Bos_mutus	99.67666318181833	100.0	99.29494672131148	98.56614634622679	cetartiodactyla	515.4608333333333	302.0	13323	247	13110	.98401260977257374465	45863507	35720081	.77883448816942847392	GCF_000298355.1_BosGru_v2.0_cds_from_genomic.fna	GCA_007646595.3_ASM764659v3_genomic.fna
Vertebrate_mammal	Nomascus_leucogenys	99.57809107656041	100.0	98.62177499999999	97.59925695258464	primates	552.9027337705401	336.0	13761	246	13519	.98241406874500399680	100910163	52821219	.52344796034072405571	GCF_006542625.1_Asia_NLE_v1_cds_from_genomic.fna	GCA_000146795.3_Nleu_3.0_genomic.fna
Vertebrate_mammal	Rhinopithecus_roxellana	99.62230299919366	100.0	98.55472614107887	98.83912768562708	primates	588.2293026325439	355.0	13767	246	13608	.98845064284157768577	102249144	40218653	.39333975255577689726	GCF_007565055.1_ASM756505v1_cds_from_genomic.fna	GCA_000769185.1_Rrox_v1_genomic.fna
Vertebrate_mammal	Lynx_canadensis	99.55773668880362	100.0	99.00386131386858	98.931944036226	carnivora	416.35418851217526	248.0	14442	246	8506	.58897659603932973272	83215243	15466327	.18585930224346037179	GCF_007474595.2_mLynCan4.pri.v2_cds_from_genomic.fna	GCA_007474575.2_mLynCan4.alt.v2_genomic.fna
Vertebrate_mammal	Trachypithecus_francoisi	99.66020685807798	100.0	98.6752008196721	98.71035885643053	primates	580.697337102053	347.0	13748	245	13397	.97446901367471632237	124020925	42584268	.34336357352599974560	GCF_009764315.1_Tfra_2.0_cds_from_genomic.fna	GCA_009764325.1_Trachy_franco_1.0_genomic.fna
Vertebrate_mammal	Myotis_myotis	99.6308289823745	100.0	98.95939094650207	99.40790999302557	laurasiatheria	581.3145161290323	343.0	12216	249	11990	.98149967256057629338	130534531	26831807	.20555332596246122797	GCF_014108235.1_mMyoMyo1.p_cds_from_genomic.fna	GCA_004026985.1_MyoMyo_v1_BIUU_genomic.fna
Vertebrate_mammal	Phocoena_sinus	99.43579237157799	100.0	99.07763063063064	99.27349881195379	cetartiodactyla	460.02783758843435	266.0	13299	245	6483	.48748026167381006090	103092314	14037970	.13616892914053709183	GCF_008692025.1_mPhoSin1.pri_cds_from_genomic.fna	GCA_008692045.1_mPhoSin1.alt_genomic.fna
Vertebrate_mammal	Onychomys_torridus	99.63988995671632	100.0	99.23770081967213	99.35871423357574	glires	558.6042843518451	326.0	13766	247	13507	.98118552956559639691	87331112	25874413	.29627944048164644920	GCF_903995425.1_mOncTor1.1_cds_from_genomic.fna	GCA_004026725.1_OnyTor_v1_BIUU_genomic.fna
Vertebrate_mammal	Phascolarctos_cinereus	99.46840949554903	100.0	98.46660905349792	99.21506644441374	mammalia	575.1263875151116	347.0	9188	246	9051	.98508924684370918589	89048339	33257996	.37348249696156600967	GCF_002099425.1_phaCin_unsw_v4.1_cds_from_genomic.fna	GCA_900166895.1_phaCin_tgac_v2.0_genomic.fna
Vertebrate_mammal	Suricata_suricatta	99.62511322076641	100.0	99.28802092050209	99.58465080006114	carnivora	532.6656624395712	307.0	14447	243	14138	.97861147643109296047	80725812	28853541	.35742645735170802617	GCF_006229205.1_meerkat_22Aug2017_6uvM2_HiC_cds_from_genomic.fna	GCA_004023905.1_SurSur_v1_BIUU_genomic.fna
Vertebrate_mammal	Mustela_erminea	99.61647882672874	100.0	99.23373372781063	98.94992786192297	carnivora	513.7091103341103	293.0	14476	248	10253	.70827576678640508427	130055017	28802924	.22146722721200367072	GCF_009829155.1_mMusErm1.Pri_cds_from_genomic.fna	GCA_009829165.1_mMusErm1.alt_genomic.fna
Vertebrate_mammal	Enhydra_lutris	99.79796897759125	100.0	99.32274390243903	99.59667424854457	carnivora	537.8957983193277	308.5	14487	250	14225	.98191482018361289431	67283821	30882774	.45899257118587245513	GCF_002288905.1_ASM228890v2_cds_from_genomic.fna	GCA_006410715.1_ASM641071v1_genomic.fna
Vertebrate_mammal	Dromiciops_gliroides	99.46537918261511	100.0	98.19588073394493	97.60954518073555	mammalia	529.1216199530807	319.0	9178	248	8053	.87742427544127260841	83785606	37754928	.45061353378526617089	GCF_019393635.1_mDroGli1.pri_cds_from_genomic.fna	GCA_019395325.1_mDroGli1.alt_genomic.fna
Vertebrate_mammal	Acinonyx_jubatus	99.67295751565062	100.0	99.29251867219917	99.52698112548671	carnivora	463.4269536470423	267.0	14486	247	14175	.97853099544387684661	121334684	30753175	.25345741206199539778	GCF_003709585.1_Aci_jub_2_cds_from_genomic.fna	GCA_001443585.1_aciJub1_genomic.fna
Vertebrate_mammal	Vicugna_pacos	99.64130979498867	100.0	99.3970785123967	99.52417362427069	cetartiodactyla	512.6716780561883	294.0	13308	245	13091	.98369401863540727382	85446599	31432601	.36786251726648593702	GCF_000164845.3_VicPac3.1_cds_from_genomic.fna	GCA_000767525.1_Vi_pacos_V1.0_genomic.fna
Vertebrate_mammal	Ursus_maritimus	99.73521197059848	100.0	99.19890612244896	99.01480177686072	carnivora	480.40091004550226	275.0	14485	247	14232	.98253365550569554711	71125358	35444672	.49834085896622130183	GCF_017311325.1_ASM1731132v1_cds_from_genomic.fna	GCA_000687225.1_UrsMar_1.0_genomic.fna
Vertebrate_mammal	Elephantulus_edwardii	99.3875476953193	100.0	98.5146163265306	99.37742208621748	eutheria	629.6236874888771	418.5	11303	246	11118	.98363266389454127222	42109043	21729383	.51602652190409551696	GCF_000299155.1_EleEdw1.0_cds_from_genomic.fna	GCA_004027355.1_EleEdw_v1_BIUU_genomic.fna
Vertebrate_mammal	Saimiri_boliviensis	99.59794610117132	100.0	98.79376639344264	98.99897065729485	primates	577.0931448346955	346.0	13753	247	13550	.98523958409074383770	85579659	36528721	.42683882393128021227	GCF_016699345.1_BCM_Sbol_2.0_cds_from_genomic.fna	GCA_000235385.1_SaiBol1.0_genomic.fna
Vertebrate_mammal	Rattus_rattus	99.57671919221731	100.0	98.83128512396691	98.59911153902921	glires	555.1533755896227	326.0	13732	243	13378	.97422079813574133411	62572896	37390999	.59755902939189517454	GCF_011064425.1_Rrattus_CSIRO_v1_cds_from_genomic.fna	GCA_011800105.1_ASM1180010v1_genomic.fna
Vertebrate_mammal	Peromyscus_maniculatus	99.76358334556116	100.0	99.27561410788384	98.86376340083832	glires	567.8148936170213	328.0	13790	247	13583	.98498912255257432922	108855959	42427310	.38975643033010255322	GCF_003704035.1_HU_Pman_2.1.3_cds_from_genomic.fna	GCA_000500345.1_Pman_1.0_genomic.fna
Vertebrate_mammal	Mesocricetus_auratus	99.79211941068137	100.0	99.32945714285715	99.20509344118597	glires	551.9809944751381	314.0	13789	248	13561	.98346508086155631300	109773973	35436790	.32281595565462498109	GCF_017639785.1_BCM_Maur_2.0_cds_from_genomic.fna	GCA_000349665.1_MesAur1.0_genomic.fna
Vertebrate_mammal	Manis_javanica	99.70505808542495	100.0	99.367825	99.56677204431348	laurasiatheria	535.6226524846269	304.0	12190	246	11924	.97817883511074651353	107482128	30380663	.28265781079436759942	GCF_014570535.1_YNU_ManJav_2.0_cds_from_genomic.fna	GCA_001685135.1_ManJav1.0_genomic.fna
Vertebrate_mammal	Bos_indicus	99.51930156657963	99.865	99.20003333333332	97.64677176833405	cetartiodactyla	533.4972354477039	308.0	13177	243	12689	.96296577369659254762	65559420	45641695	.69618820605795475310	GCF_000247795.1_Bos_indicus_1.0_cds_from_genomic.fna	GCA_002933975.1_ASM293397v1_genomic.fna
Vertebrate_mammal	Odocoileus_virginianus	99.53476049813938	99.806	99.26917622950815	98.9214117881695	cetartiodactyla	514.6428734148378	315.0	13318	247	13064	.98092806727736897432	87293816	36628134	.41959597687882037371	GCF_002102435.1_Ovir.te_1.0_cds_from_genomic.fna	GCA_014726795.1_Odo_v1_genomic.fna
Vertebrate_mammal	Camelus_bactrianus	99.68876848373819	100.0	99.52487906976742	99.51607754186008	cetartiodactyla	318.1396243701328	209.0	13300	245	10823	.81375939849624060150	76164986	7215627	.09473679940018632708	GCF_000767855.1_Ca_bactrianus_MBC_1.0_cds_from_genomic.fna	GCA_000604445.1_CB1_genomic.fna
Vertebrate_mammal	Orycteropus_afer	99.69517356250554	100.0	99.21574693877548	99.40204669339298	eutheria	562.6871622220253	328.0	11345	248	11224	.98933450859409431467	44218433	22262047	.50345626223344459085	GCF_000298275.1_OryAfe1.0_cds_from_genomic.fna	GCA_004365145.1_OryAfe_v1_BIUU_genomic.fna
Vertebrate_mammal	Balaenoptera_musculus	99.53420163963037	100.0	99.21831018518513	99.4609551010007	cetartiodactyla	510.061137275423	302.0	13307	246	11431	.85902156759600210415	103984147	26932257	.25900349021471513345	GCF_009873245.2_mBalMus1.pri.v3_cds_from_genomic.fna	GCA_008658375.2_mBalMus1.alt.v2_genomic.fna
Vertebrate_mammal	Mirounga_angustirostris	99.72657045852289	100.0	99.02309917355372	99.7083531462637	carnivora	551.7694784739236	320.0	14462	247	14136	.97745816622873738072	81407401	26186294	.32166969683751481023	GCF_021288785.1_ASM2128878v2_cds_from_genomic.fna	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna
Vertebrate_mammal	Puma_concolor	99.73187874283312	100.0	99.3003823529412	99.55716441740222	carnivora	503.3769377787216	281.0	14274	242	13525	.94752697211713605156	40046497	23608205	.58951985238559067975	GCF_003327715.1_PumCon1.0_cds_from_genomic.fna	GCA_004123975.1_Pco_k61_genomic.fna
Vertebrate_mammal	Meles_meles	99.81089267235352	100.0	99.43563636363636	98.71957877085592	carnivora	557.6625646762691	321.0	14485	247	14262	.98460476354849844666	104306128	51810855	.49671918604820610348	GCF_922984935.1_mMelMel3.1_paternal_haplotype_cds_from_genomic.fna	GCA_922990625.1_mMelMel3.1_maternal_haplotype_uncurated_genomic.fna
